,Adresse,Antall etasjer,Areal til energisentral,Bebygd areal,Bruksareal,Byggeår,Bygningsstandard,Bygningstype,Energibrønn,Energikarakter,Energiområde,Fjernes,Fjernvarme,Fjernvarme i nye bygg,Høyde,Kulturminne,Latitude,Longitude,Mye fjernvarme og sol,Ny bygningsstandard,Oppvarmingskarakter,Plan,Polygon,Referansesituasjon,Scenario,Solcelleareal,Solceller,air_water_heatpump_compressor,air_water_heatpump_extracted_from_air,air_water_heatpump_peak,air_water_heatpump_size,cooling,cooling_compressor,cooling_compressor_max,cooling_compressor_sum,cooling_covered,cooling_covered_max,cooling_covered_sum,cooling_max,cooling_peak,cooling_pump_size,cooling_sum,dhw_max,dhw_sum,district_heating_covered,district_heating_covered_max,district_heating_covered_sum,district_heating_not_covered,district_heating_not_covered_max,district_heating_not_covered_sum,electric_balance_max,electric_balance_sum,electric_vehicle_demand,elspecific_max,elspecific_sum,geoenergy_borehole_meters,geoenergy_compressor,geoenergy_extracted_from_wells,geoenergy_heatpump_size,geoenergy_peak,heating_balance_max,heating_balance_sum,solar_production,solar_production_max,solar_production_sum,spaceheating_max,spaceheating_sum,total_balance,total_balance_max,total_balance_sum
10,,4.0,,756.0,2721.6,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4060936049953,10.3955996612534,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.39610247656816 63.40598472912866,10.395042176260185 63.40607925476452,10.395096843757191 63.406202480981605,10.396157148424786 63.40610795493106,10.39610247656816 63.40598472912866",['Kjølemaskin'],BG2,680.826244643669,,,,,,,0.0,,,,62.183867586206894,19016.419828965518,62.183867586206894,0.0,0.0,19016.419828965518,11.02402233072,54207.637760616475,,59.95358235216,213304.80834674928,,0.0,0.0,22.05,28129.620000000003,,22.050289709279998,109011.06191863438,,,,,,0.0,0.0,,67.48741692,80882.15786366789,50.42543901695999,159097.1705861328,[11.33  8.82  7.93 ... 21.08 18.44 14.01],22.05,28129.620000000003
11,,4.0,,490.0,1764.0,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4053376198402,10.395458182257,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.395774455410539 63.40524537380723,10.395829124415174 63.4053685997545,10.395141907668398 63.40542986592159,10.395087241489282 63.405306639705564,10.395774455410539 63.40524537380723",['Kjølemaskin'],BG2,441.2762696764522,,,,,,,0.0,,,,40.304358620689655,12325.457296551725,40.304358620689655,0.0,0.0,12325.457296551725,7.1451996588,35134.5800300292,,38.8588033764,138253.11652104117,,0.0,0.0,14.29,18232.010000000002,,14.2918544412,70655.317910226,,,,,,0.0,0.0,,43.741844300000004,52423.62083756252,32.6831549184,103118.536491012,[ 7.35  5.72  5.14 ... 13.66 11.95  9.08],14.29,18232.010000000002
12,,4.0,,350.0,1260.0,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4050120006696,10.3954157827572,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.395633880152573 63.40492850697489,10.395688547934997 63.40505173298422,10.39519768432296 63.405095494375,10.395143018558713 63.40497226817367,10.395633880152573 63.40492850697489",['Kjølemaskin'],BG2,,,,,,,,0.0,,,,28.788827586206896,8803.898068965518,28.788827586206896,0.0,0.0,8803.898068965518,5.103714042,25096.128592878,,27.756288126,98752.226086458,,0.0,0.0,10.21,50467.39,,10.208467458,50468.08422159,,,,,,0.0,0.0,,,,23.345110656,73656.09749357999,[5.25 4.08 3.67 ... 9.76 8.54 6.49],10.21,50467.39
13,,2.0,,168.0,302.4,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Solceller', 'Kjølemaskin', 'Passivhus', 'Kjølemaskin']",7.0,,63.4050599774728,10.3948932129762,"['Solceller', 'Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.394983687820027 63.40498786201777,10.3950383529319 63.40511108828132,10.39480273761228 63.40513209288917,10.39474807346914 63.40500886653343,10.394983687820027 63.40498786201777","['Solceller', 'Kjølemaskin']",BG2,151.29472103192646,,,,,,,0.0,,,,6.909318620689655,2112.935536551724,6.909318620689655,0.0,0.0,2112.935536551724,1.22489137008,6023.070862290719,,6.661509150239999,23700.534260749922,,0.0,0.0,2.45,-5860.500000000001,,2.45003218992,12112.3402131816,,,,,,0.0,0.0,,14.997203760000001,17973.812858592864,5.602826557439999,17677.4633984592,[1.26 0.98 0.88 ... 2.34 2.05 1.56],2.45,-5860.500000000001
14,,2.0,,168.0,302.4,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",7.0,,63.4053965481819,10.3948433110406,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.394933787060074 63.40532443275886,10.39498845261629 63.40544765903482,10.394752834500999 63.40546866356625,10.394698169913543 63.40534543719816,10.394933787060074 63.40532443275886",['Kjølemaskin'],BG2,151.29472103192646,,,,,,,0.0,,,,6.909318620689655,2112.935536551724,6.909318620689655,0.0,0.0,2112.935536551724,1.22489137008,6023.070862290719,,6.661509150239999,23700.534260749922,,0.0,0.0,2.45,-5860.500000000001,,2.45003218992,12112.3402131816,,,,,,0.0,0.0,,14.997203760000001,17973.812858592864,5.602826557439999,17677.4633984592,[1.26 0.98 0.88 ... 2.34 2.05 1.56],2.45,-5860.500000000001
15,,2.0,,252.0,453.6,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",7.0,,63.4056540533012,10.3947614292939,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.394838239872303 63.40555113130151,10.394602620796174 63.40557213558735,10.394684617906341 63.40575697517945,10.394920238435645 63.40573597075538,10.394838239872303 63.40555113130151",['Kjølemaskin'],BG2,226.94208154788967,,,,,,,0.0,,,,10.363977931034484,3169.4033048275865,10.363977931034484,0.0,0.0,3169.4033048275865,1.8373370551200001,9034.60629343608,,9.99226372536,35550.801391124885,,0.0,0.0,3.68,-8794.26,,3.6750482848800003,18168.5103197724,,,,,,0.0,0.0,,22.49580564,26960.719287889297,8.40423983616,26516.195097688804,[1.89 1.47 1.32 ... 3.51 3.07 2.33],3.68,-8794.26
16,,2.0,,252.0,453.6,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",7.0,,63.4059245468151,10.3946609721488,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.394819782510467 63.40600646437496,10.394737783799476 63.40582162487062,10.39450216243111 63.40584262899568,10.394584159688891 63.406027468638236,10.394819782510467 63.40600646437496",['Kjølemaskin'],BG2,,,,,,,,0.0,,,,10.363977931034484,3169.4033048275865,10.363977931034484,0.0,0.0,3169.4033048275865,1.8373370551200001,9034.60629343608,,9.99226372536,35550.801391124885,,0.0,0.0,3.68,18167.039999999997,,3.6750482848800003,18168.5103197724,,,,,,0.0,0.0,,,,8.40423983616,26516.195097688804,[1.89 1.47 1.32 ... 3.51 3.07 2.33],3.68,18167.039999999997
17,,8.0,57.6,800.0,5760.0,2030.0,Veldig energieffektiv,Kontor,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",25.0,,63.4066258534005,10.3971217736462,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.397240016990896 63.40643230999647,10.396847309309003 63.406467323541634,10.397003527693256 63.40681939633256,10.397396239988595 63.406784382348505,10.397240016990896 63.40643230999647",['Kjølemaskin'],BG2,957.1678836740006,,,,,,,0.0,,,,144.33009352649918,14771.746048046947,144.33009352649918,0.0,0.0,14771.746048046947,13.449087936,69106.93547904,,141.90000479999998,214764.84550310398,,0.0,0.0,129.28,630913.74,,143.02713312,734935.789626624,,,,,,0.0,0.0,,90.9639904,104020.21975827201,135.69644159999999,145657.91002406398,[67.   67.   67.32 ... 69.89 68.78 67.87],129.28,630913.74
18,,6.0,,688.0,3715.2,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",19.0,,63.4066170183346,10.3964109473516,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.396611684234127 63.40648833115183,10.396753546783803 63.40680805616189,10.395867611036968 63.406554667690266,10.396611684234127 63.40648833115183",['Kjølemaskin'],BG2,619.5879051783655,,,,,,,0.0,,,,84.88591448275862,25958.922306206892,84.88591448275862,0.0,0.0,25958.922306206892,15.04866540384,73997.72773671454,,81.84139813152,291177.9923463561,,0.0,0.0,30.1,75201.77,,30.10039547616,148808.7511905168,,,,,,0.0,0.0,,61.41712016,73607.04313518983,68.83472627712,217180.2646096416,[15.47 12.04 10.83 ... 28.77 25.17 19.12],30.1,75201.77
19,,4.0,,616.0,2217.6,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4055567413705,10.3954635417027,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.395868173995185 63.405456618273476,10.395922843814644 63.40557984417935,10.39505890762061 63.405656864549876,10.395004241353291 63.40553363830611,10.395868173995185 63.405456618273476",['Kjølemaskin'],BG2,554.7473104503971,,,,,,,0.0,,,,50.66833655172414,15494.86060137931,50.66833655172414,0.0,0.0,15494.86060137931,8.98253671392,44169.18632346528,,48.85106710176,173803.91791216607,,0.0,0.0,17.97,22921.62,,17.96690272608,88823.82822999838,,,,,,0.0,0.0,,54.989747120000004,65903.98048150718,41.087394754559995,129634.73158870082,[ 9.24  7.19  6.46 ... 17.17 15.03 11.42],17.97,22921.62
20,,5.0,62.01,1378.0,6201.0,2035.0,Veldig energieffektiv,Andre,,,B,,,"['Kjølemaskin', 'Fjernvarme', 'Passivhus', 'Fjernkjøling']",16.0,,63.4075604449127,10.3988607268953,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.399249333903862 63.407731669369106,10.399073551817153 63.40733559036639,10.39847212348465 63.407389219202564,10.398647897622558 63.40778529896161,10.399249333903862 63.407731669369106",['Kjølemaskin'],BG1,,,,,,,,0.0,,,,,,,0.0,0.0,,20.5578931545,123622.6969288935,,147.8015611371,351299.4578263053,,0.0,0.0,149.04,756109.3500000001,,149.042684466,756111.7794875113,,,,,,0.0,0.0,,,,128.0378275722,227676.7608974118,[59.36 58.59 58.42 ... 73.77 68.12 64.19],149.04,756109.3500000001
21,,5.0,66.78,1484.0,6678.0,2035.0,Veldig energieffektiv,Andre,,,B,,,"['Kjølemaskin', 'Fjernvarme', 'Passivhus', 'Fjernkjøling']",16.0,,63.4083061692326,10.3991916847435,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.398796332942808 63.40811976611932,10.399397775936551 63.408066135888156,10.399587040385121 63.40849257092373,10.398985588832904 63.408546201969266,10.398796332942808 63.40811976611932",['Kjølemaskin'],BG1,,,,,,,,0.0,,,,,,,0.0,0.0,,22.139269550999998,133132.135154193,,159.17091199380002,378322.4930437134,,0.0,0.0,160.51,814274.3,,160.507506348,814274.2240634736,,,,,,0.0,0.0,,,,137.8868912316,245190.35788952038,[63.93 63.1  62.91 ... 79.45 73.36 69.12],160.51,814274.3
22,,5.0,30.33,674.0,3033.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",16.0,,63.4079257177043,10.3990228348509,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.399366524691148 63.40799572189893,10.398765083110572 63.40804935199564,10.398679146872555 63.407855713114856,10.399280584566949 63.40780208338791,10.399366524691148 63.40799572189893",['Kjølemaskin'],BG1,,,,,,,,0.0,,,,,,,0.0,0.0,,10.0551668985,60465.67324388549,,72.2919101643,171825.7144955949,,0.0,0.0,72.9,369823.88,,72.898961778,369825.3551339496,,,,,,0.0,0.0,,,,62.6251783626,111360.0412517094,[29.03 28.66 28.57 ... 36.08 33.32 31.39],72.9,369823.88
23,,5.0,61.065,1357.0,6106.5,2035.0,Veldig energieffektiv,Andre,,,B,,,"['Kjølemaskin', 'Fjernvarme', 'Passivhus', 'Fjernkjøling']",16.0,,63.4082373284914,10.3999636829714,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.40014395512677 63.40799959584363,10.399594139221039 63.40804862572703,10.399783406463825 63.408475060496755,10.400333230193292 63.40842602986884,10.40014395512677 63.40799959584363",['Kjølemaskin'],BG1,1623.596022682023,,,,,,,0.0,,,,,,,0.0,0.0,,20.24460160425,121738.75162010774,,145.54914257114999,345945.83764172444,,0.0,0.0,132.32,568143.3999999999,,146.771351829,744589.0310337828,,,,,,0.0,0.0,,154.297668716,176444.29776496885,126.0865979793,224207.0860216167,[58.46 57.7  57.53 ... 72.65 67.08 63.21],132.32,568143.3999999999
24,,5.0,30.69,682.0,3069.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",16.0,,63.4077914706371,10.4005317892024,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.40018480161962 63.407721449928324,10.400269791668414 63.407915173130554,10.400878778675166 63.40786149095023,10.400793784685952 63.40766776811842,10.40018480161962 63.407721449928324",['Kjølemaskin'],BG1,815.9856208320853,,,,,,,0.0,,,,,,,0.0,0.0,,10.1745160605,61183.3666948515,,73.1499743799,173865.1888516257,,0.0,0.0,66.5,285536.51,,73.764231354,374214.9735925128,,,,,,0.0,0.0,,77.546801816,88677.23734392688,63.3685039218,112681.8221567742,[29.38 29.   28.91 ... 36.51 33.71 31.77],66.5,285536.51
25,,5.0,66.96,1488.0,6696.0,2035.0,Veldig energieffektiv,Andre,,,B,,,"['Kjølemaskin', 'Fjernvarme', 'Passivhus', 'Fjernkjøling']",16.0,,63.4081697111993,10.4006991815554,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.400301045036143 63.4079855869178,10.40048859142151 63.40840812110766,10.401097321936158 63.40835383407594,10.40090976696815 63.40793130070284,10.400301045036143 63.4079855869178",['Kjølemaskin'],BG1,,,,,,,,0.0,,,,,,,0.0,0.0,,22.198944131999998,133490.98187967602,,159.59994410160002,379342.23022172885,,0.0,0.0,160.94,816465.6100000001,,160.940141136,816469.0332927551,,,,,,0.0,0.0,,,,138.2585540112,245851.2483420528,[64.1  63.27 63.08 ... 79.66 73.55 69.31],160.94,816465.6100000001
26,,6.0,79.758,1477.0,7975.8,2030.0,Veldig energieffektiv,Kontor,,,B,,,"['Kjølemaskin', 'Fjernvarme', 'Passivhus', 'Fjernkjøling']",19.0,,63.4083748074465,10.3977660406538,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S1,"10.39730009268515 63.40824788186338,10.398091835270266 63.40817883690646,10.398231992662444 63.4085017320485,10.397440241530633 63.40857077779977,10.39730009268515 63.40824788186338",['Kjølemaskin'],BG6,1767.1712052331231,,,,,,,0.0,,,,199.85207637997436,20454.252105905012,199.85207637997436,0.0,0.0,20454.252105905012,18.62278395138,95691.5097211332,,196.4871628965,297382.1970075794,,0.0,0.0,178.22,825605.63,,198.0478833921,1017656.401198616,,,,,,0.0,0.0,,167.94226727600002,192047.33072870967,187.897166478,201690.6872864461,[92.77 92.77 93.21 ... 96.78 95.24 93.98],178.22,825605.63
