,Adresse,Antall etasjer,Areal til energisentral,Bebygd areal,Bruksareal,Byggeår,Bygningsstandard,Bygningstype,Energibrønn,Energikarakter,Energiområde,Fjernes,Fjernvarme,Fjernvarme i nye bygg,Høyde,Kulturminne,Latitude,Longitude,Mye fjernvarme og sol,Ny bygningsstandard,Oppvarmingskarakter,Plan,Polygon,Referansesituasjon,Scenario,Solcelleareal,Solceller,air_water_heatpump_compressor,air_water_heatpump_extracted_from_air,air_water_heatpump_peak,air_water_heatpump_size,cooling,cooling_compressor,cooling_compressor_max,cooling_compressor_sum,cooling_covered,cooling_covered_max,cooling_covered_sum,cooling_max,cooling_peak,cooling_pump_size,cooling_sum,dhw_max,dhw_sum,district_heating_covered,district_heating_not_covered,electric_balance_max,electric_balance_sum,electric_vehicle_demand,elspecific_max,elspecific_sum,geoenergy_borehole_meters,geoenergy_compressor,geoenergy_extracted_from_wells,geoenergy_heatpump_size,geoenergy_peak,heating_balance_max,heating_balance_sum,solar_production,solar_production_max,solar_production_sum,spaceheating_max,spaceheating_sum,total_balance,total_balance_max,total_balance_sum
92,,5.0,66.96,1488.0,6696.0,2035.0,Veldig energieffektiv,Andre,,,B,,,"['Solceller', 'Kjølemaskin', 'Fjernvarme', 'Passivhus', 'Fjernkjøling']",16.0,,63.4081697111993,10.4006991815554,"['Solceller', 'Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.400301045036143 63.4079855869178,10.40048859142151 63.40840812110766,10.401097321936158 63.40835383407594,10.40090976696815 63.40793130070284,10.400301045036143 63.4079855869178","['Solceller', 'Kjølemaskin']",,1780.3322636336407,,,,,,,0.0,,,0.0,,,,0.0,0.0,,22.198944131999998,133490.98187967602,,,145.09,622990.24,,160.940141136,816469.0332927551,,,,,,159.6,379343.88,,169.193022144,193477.6087503859,138.2585540112,245851.2483420528,[ 89.22  88.48  88.77 ... 143.59 132.29 126.28],291.87,1002334.1199999999
93,,6.0,79.76,1477.0,7976.0,2040.0,Veldig energieffektiv,Kontor,,,B,,,"['Kjølemaskin', 'Fjernvarme', 'Passivhus', 'Fjernkjøling']",19.0,,63.4083748074465,10.3977660406538,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.39730009268515 63.40824788186338,10.398091835270266 63.40817883690646,10.398231992662444 63.4085017320485,10.397440241530633 63.40857077779977,10.39730009268515 63.40824788186338",['Kjølemaskin'],,,,,,,,,,99.92854392077757,10227.382506876947,,199.85708784155514,20454.765013753895,199.85708784155514,0.0,199.85708784155514,20454.765013753895,18.623250933599998,95693.909267504,,,198.05,1017684.82,,198.052849612,1017681.9198024224,,,,,,196.49,297388.09,,,,187.90187816,201695.74485276637,[108.72 109.86 112.86 ... 148.4  143.73 141.71],356.53,1315072.91
94,,5.0,,540.0,2430.0,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",16.0,,63.4064714580299,10.4008377054004,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.400774906807763 63.40665342481732,10.400625517834554 63.40631379548854,10.400900502153247 63.40628949074592,10.401049894244984 63.406629119780725,10.400774906807763 63.40665342481732",['Kjølemaskin'],,,,,,,,,,27.760655172413795,8489.473137931034,,55.52131034482759,16978.94627586207,55.52131034482759,0.0,55.52131034482759,16978.94627586207,9.842877081,48399.676571979006,,,19.69,97331.88,,19.687758669,97331.30528449501,,,,,,53.53,190450.90999999997,,,,45.022713407999994,142051.04516619002,[25.5  20.5  19.03 ... 53.95 48.69 44.05],69.09,287782.79
95,,5.0,,462.0,2079.0,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",16.0,,63.4060858634263,10.4006676114813,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.400594624053953 63.40624334977941,10.40086951410505 63.406218833215746,10.400740597370426 63.405928376729584,10.40046570998334 63.405952893039704,10.400594624053953 63.40624334977941",['Kjølemaskin'],,,,,,,,,,23.75078275862069,7263.215906896552,,47.50156551724138,14526.431813793104,47.50156551724138,0.0,47.50156551724138,14526.431813793104,8.4211281693,41408.6121782487,,,16.84,83269.17,,16.8439713057,83272.33896562351,,,,,,45.8,162942.12,,,,38.5194325824,121532.56086440699,[21.82 17.54 16.29 ... 46.16 41.65 37.68],59.11,246211.28999999998
96,,4.0,,406.0,1462.0,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4065421145834,10.4013072574455,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.400995200398276 63.40650589591306,10.401049894244984 63.406629119780725,10.401619315636244 63.40657833305678,10.401564619448374 63.40645510941195,10.400995200398276 63.40650589591306",['Kjølemaskin'],,,,,,,,,,16.702089655172415,5107.658324137931,,33.40417931034483,10215.316648275862,33.40417931034483,0.0,33.40417931034483,10215.316648275862,5.9219285154,29119.4761926886,,,11.85,58558.23,,11.8450630346,58558.999311083,,,,,,32.21,114583.34,,,,27.0877395072,85464.45598064602,[15.34 12.33 11.45 ... 32.46 29.29 26.5 ],41.57,173141.57
97,,3.0,,462.0,1247.0,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",10.0,,63.4060073583844,10.4015478106387,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.401749716766155 63.40614032692315,10.40147482823781 63.40616484517633,10.401345905637006 63.40587438924849,10.40162079150139 63.40584987124887,10.401749716766155 63.40614032692315",['Kjølemaskin'],,,,,,,,,,14.2459,4356.532099999999,,28.4918,8713.064199999999,28.4918,0.0,28.4918,8713.064199999999,5.0510566749,24837.2002819991,,,10.1,49943.4,,10.1031420001,49947.38176533549,,,,,,27.47,97734.61,,,,23.1042484032,72896.153630551,[13.08 10.52  9.76 ... 27.69 24.98 22.6 ],35.46,147678.01
98,,3.0,,527.0,1423.0,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",10.0,,63.4063903868256,10.4016979508598,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.40150608259956 63.406235258714354,10.401572656163216 63.40638524235252,10.401564619448374 63.40645510941195,10.401619315636244 63.40657833305678,10.401851485223453 63.406552230936136,10.401847546713007 63.406360723906964,10.401780971773725 63.40621074039972,10.40150608259956 63.406235258714354",['Kjølemaskin'],,,,,,,,,,16.25654827586207,4971.407520689655,,32.51309655172414,9942.81504137931,32.51309655172414,0.0,32.51309655172414,9942.81504137931,5.7639564141,28342.6912600519,,,11.53,56996.47,,11.5290866609,56996.8919423195,,,,,,31.35,111527.23999999999,,,,26.365152748799996,83184.624391559,[14.94 12.   11.15 ... 31.59 28.51 25.79],40.46,168523.71000000002
99,,5.0,27.72,616.0,2772.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",16.0,,63.4078961500282,10.4014897488392,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.401266342182854 63.407714771379325,10.401541245714085 63.40769025349541,10.401713156903071 63.408077527671594,10.401438249819362 63.408102045893614,10.401266342182854 63.407714771379325",['Kjølemaskin'],,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,9.189885474,55262.395724382004,,,66.63,338000.74,,66.625757352,338000.62130936637,,,,,,66.07,157039.90000000002,,,,57.2360680584,101777.1296899896,[36.94 36.63 36.75 ... 59.45 54.77 52.27],124.34,495040.64
100,,5.0,24.71,549.0,2471.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",16.0,,63.4082045285335,10.4018752672562,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.401464473348002 63.40815017786996,10.401739380868971 63.408125659596585,10.401783379175633 63.408121559514754,10.401865609494468 63.40812740369012,10.40229149299748 63.408177785459586,10.402219966259882 63.40829926511434,10.40179408107553 63.4082488831367,10.401519172424202 63.40827340151767,10.401464473348002 63.40815017786996",['Kjølemaskin'],,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,8.1919938695,49261.68103713849,,,59.39,301290.77,,59.391142286,301298.53364193515,,,,,,58.9,139988.58000000002,,,,51.0210404662,90725.5726781978,[32.92 32.65 32.76 ... 52.99 48.82 46.6 ],110.84,441279.35
101,,5.0,57.11,1269.0,5711.0,2035.0,Veldig energieffektiv,Andre,,,B,,,"['Kjølemaskin', 'Fjernvarme', 'Passivhus', 'Fjernkjøling']",16.0,,63.4082348454746,10.4030359038541,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.403299612192303 63.40837850439517,10.40333214341033 63.40831955015196,10.403519393596032 63.40795242804698,10.403246149113931 63.407924426489835,10.40307376560828 63.40826239506668,10.402895303903414 63.408299522803055,10.40244733567546 63.40819829741803,10.402321156708064 63.408310486613836,10.40293760947428 63.40844978327861,10.403299612192303 63.40837850439517",['Kjølemaskin'],,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,18.9334184495,113854.0916240785,,,137.27,696358.36,,137.265404126,696364.1949126233,,,,,,136.12,323540.25,,,,117.9203407942,209685.8541340298,[ 76.1   75.46  75.71 ... 122.47 112.83 107.7 ],256.17,1019898.6100000001
102,,2.0,,435.0,783.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",7.0,,63.4077865358715,10.4021118685987,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.401724684488272 63.40779840951794,10.401781082038786 63.40769372797731,10.402504704878687 63.40777855741069,10.402451619295153 63.40787709610306,10.401724684488272 63.40779840951794",['Kjølemaskin'],,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,2.5958442735,15609.8325585105,,,18.82,95475.98,,18.819613278,95474.20147374962,,,,,,18.66,44358.06,,,,16.1673309126,28748.7346851594,[10.44 10.35 10.38 ... 16.8  15.47 14.76],35.120000000000005,139834.04
103,,2.0,,312.0,562.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",7.0,,63.407896550427,10.4028593831823,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.402572810164855 63.40789342934197,10.40267875915523 63.40779677571156,10.403145955596855 63.407899671286295,10.403040007807805 63.40799632525873,10.402572810164855 63.40789342934197",['Kjølemaskin'],,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,1.863173029,11203.992206747002,,,13.51,68534.58,,13.507819492,68526.82149201441,,,,,,13.4,31837.57,,,,11.6041378964,20634.4685735116,[ 7.49  7.43  7.45 ... 12.06 11.1  10.6 ],25.2,100372.15
104,,4.0,,432.0,1555.0,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4059629949626,10.4010705979523,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.400740597370426 63.405928376729584,10.400795288995763 63.40605160070981,10.401400599752776 63.40599761299166,10.401345905638774 63.40587438924831,10.400740597370426 63.405928376729584",['Kjølemaskin'],,,,,,,,,,17.76453448275862,5432.564086206897,,35.52906896551724,10865.128172413793,35.52906896551724,0.0,35.52906896551724,10865.128172413793,6.2986312185,30971.809493591503,,,12.6,62282.219999999994,,12.5985451565,62284.024575057505,,,,,,34.25,121873.6,,,,28.810831007999997,90900.977462315,[16.32 13.11 12.18 ... 34.52 31.16 28.18],44.21,184155.81999999998
105,,5.0,28.22,627.0,2822.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Solceller', 'Kjølemaskin', 'Passivhus', 'Kjølemaskin']",16.0,,63.4093355124557,10.4025701809717,"['Solceller', 'Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.4026263429283 63.40952374890722,10.4028240338198 63.409183458038285,10.402514021096524 63.40914727558302,10.402316326769784 63.40948756603326,10.4026263429283 63.40952374890722","['Solceller', 'Kjølemaskin']",,750.1803288294977,,,,,,,0.0,,,0.0,,,,0.0,0.0,,9.355648198999999,56259.19218405701,,,61.15,262570.51,,67.827520652,344097.3136129264,,,,,,67.26,159872.69,,71.293027476,81525.84723554568,58.2684646684,103612.9365025796,[37.6  37.28 37.42 ... 60.51 55.76 53.22],123.00999999999999,422443.2
106,,5.0,28.67,637.0,2867.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",16.0,,63.4089453736187,10.4027929629598,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.402530313920199 63.40909759326743,10.402756497977506 63.4087476375519,10.402964575089767 63.40877465603492,10.403038045996327 63.40882804704344,10.402838012215238 63.409137547306564,10.402530313920199 63.40909759326743",['Kjølemaskin'],,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,9.5048346515,57156.3089977645,,,68.91,349586.52,,68.909107622,349584.3366861304,,,,,,68.34,162421.6,,,,59.1976216174,105265.1626339106,[38.21 37.88 38.01 ... 61.48 56.64 54.07],128.60000000000002,512008.12
107,,2.0,,168.0,302.0,2030.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",7.0,,63.4052285476418,10.3948632138813,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.394773520504726 63.40530085922536,10.39500890681832 63.40527934178915,10.394952906739064 63.405156236020865,10.394717521390216 63.40517775336285,10.394773520504726 63.40530085922536",['Kjølemaskin'],,,,,,,,,,3.450089655172414,1055.070324137931,,6.900179310344828,2110.140648275862,6.900179310344828,0.0,6.900179310344828,2110.140648275862,1.2232711434,6015.103837340601,,,2.45,12098.1,,2.4467914066,12096.318599143,,,,,,6.65,23669.04,,,,5.595415411199999,17654.080510366,[3.17 2.55 2.37 ... 6.71 6.05 5.47],8.59,35767.14
108,,4.0,15.7,436.0,1570.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4089124885233,10.401555890525,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.401280484316482 63.40900336538851,10.401524578237794 63.409065131942235,10.40183129633178 63.40882161113216,10.401587203833557 63.40875984509669,10.401280484316482 63.40900336538851",['Kjølemaskin'],,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,5.204949565,31299.408833795,,,37.74,191434.81999999998,,37.73536762,191436.138331784,,,,,,37.42,88942.92000000001,,,,32.417253554,57644.333915326,[20.92 20.74 20.81 ... 33.67 31.02 29.61],70.42,280377.74
109,,4.0,19.19,533.0,1919.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4086425974609,10.4010267013778,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.400680023733623 63.40873756563764,10.400625327345837 63.40861434166996,10.401373377464411 63.408547629344426,10.401428076928092 63.40867085301935,10.400680023733623 63.40873756563764",['Kjølemaskin'],,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,6.3619733855,38257.0481223265,,,46.12,233993.98,,46.123675454,233991.05061063278,,,,,,45.74,108715.12,,,,39.6233818918,70458.2654672042,[25.57 25.35 25.44 ... 41.15 37.91 36.19],86.08000000000001,342709.1
110,,5.0,52.16,1159.0,5216.0,2035.0,Veldig energieffektiv,Andre,,,B,,,"['Kjølemaskin', 'Fjernvarme', 'Passivhus', 'Fjernkjøling']",16.0,,63.4089433624989,10.4007603893361,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.401337559533202 63.40921361430866,10.400394885991311 63.40896846540953,10.40025369328349 63.408650369300176,10.400518927672719 63.408625115533034,10.400648006056697 63.408894845534626,10.401475362976104 63.409104206272744,10.401337559533202 63.40921361430866",['Kjølemaskin'],,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,17.292367472,103985.806673296,,,125.37,636006.0,,125.367947456,636006.9411073793,,,,,,124.32,295498.04,,,,107.6996143552,191511.3666893888,[ 69.5   68.93  69.15 ... 111.85 103.06  98.37],233.96,931504.04
111,,4.0,20.09,558.0,2009.0,2035.0,Veldig energieffektiv,Andre,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4086303005493,10.4017947813734,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.40187900358201 63.40877918834001,10.40212067485588 63.40858450815698,10.401770956033012 63.40851221259411,10.401517308949094 63.4085347928164,10.401589457128367 63.4087071513808,10.40187900358201 63.40877918834001",['Kjølemaskin'],,,,,,,,,0.0,,,0.0,,,,0.0,0.0,,6.6603462905,40051.28174974151,,,48.29,244968.64999999997,,48.286849394,244965.09675704082,,,,,,47.88,113813.59,,,,41.4816957898,73762.7177298662,[26.77 26.54 26.64 ... 43.08 39.69 37.89],90.12,358782.24
112,,5.0,,547.0,2462.0,2028.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",16.0,,63.4035477473525,10.4007986449949,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.400803978511648 63.40342103007216,10.40081501084877 63.40342412329365,10.400802235420038 63.40343313514239,10.400783078825917 63.403446787494694,10.400763147943508 63.40346098601688,10.400743021285788 63.4034752762189,10.40072386463556 63.403488928563334,10.40071128490547 63.40349784872141,10.400703546558589 63.403503400163345,10.400689809782214 63.40351322929854,10.400674520073826 63.40352406105542,10.400658847592494 63.40353525561746,10.400642979342516 63.403546541860315,10.4006271110801 63.40355782810143,10.40061143856196 63.40356902265831,10.400596148794472 63.40357985440685,10.400583025468112 63.40358994680993,10.400575282696403 63.4035954085241,10.400572951113611 63.4035968675965,10.400465664167902 63.403667396240664,10.40070431847617 63.403733262202806,10.401125262196965 63.40342672131683,10.400886609487632 63.403360856051,10.400803978511648 63.40342103007216",['Kjølemaskin'],,,,,,,,,,28.126227586206898,8601.268668965518,,56.252455172413796,17202.537337931037,56.252455172413796,0.0,56.252455172413796,17202.537337931037,9.9724952154,49037.0385679886,,,19.95,98615.34000000001,,19.9470213346,98613.034407583,,,,,,54.23,192957.88,,,,45.6156051072,143921.676213646,[25.83 20.76 19.28 ... 54.66 49.32 44.62],70.01,291573.22
113,,,,4.0,,2028.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",,,63.403303341613,10.4000793834234,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.400100520043747 63.40322049013163,10.400106170449014 63.403222100082075,10.400187273542507 63.40316484400865,10.400100520043747 63.40322049013163",['Kjølemaskin'],,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,0.0,,,,,0.0,[nan nan nan ... nan nan nan],,0.0
114,,5.0,,736.0,3312.0,2028.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",16.0,,63.4031600549512,10.4009845474377,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.40074551691685 63.40294062980695,10.400533778140138 63.403022970859844,10.401223576884686 63.403379480172184,10.401435316287003 63.403297138099695,10.40074551691685 63.40294062980695",['Kjølemaskin'],,,,,,,,,,37.83674482758621,11570.837462068965,,75.67348965517242,23141.67492413793,75.67348965517242,0.0,75.67348965517242,23141.67492413793,13.4154769104,65966.9665869936,,,26.83,132660.12,,26.833685889599998,132658.964239608,,,,,,72.96,259579.14,,,,61.3642908672,193610.31341169603,[34.75 27.94 25.94 ... 73.53 66.35 60.03],94.18,392239.26
115,,6.0,,770.0,4158.0,2028.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Solceller', 'Kjølemaskin']",19.0,,63.4029748733209,10.4001500469602,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.40058184879354 63.40285268992469,10.399962987515423 63.403187877265026,10.399718245330954 63.40309705578266,10.40033710753422 63.402761869495805,10.40058184879354 63.40285268992469",['Kjølemaskin'],,,,,,,,,,47.50156551724138,14526.431813793104,,95.00313103448276,29052.863627586208,95.00313103448276,0.0,95.00313103448276,29052.863627586208,16.8422563386,82817.2243564974,,,33.69,166548.53,,33.6879426114,166544.67793124702,,,,,,91.6,325882.15,,,,77.0388651648,243065.12172881397,[43.64 35.07 32.57 ... 92.31 83.3  75.36],118.24,492430.68
116,,6.0,,838.0,4525.0,2028.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",19.0,,63.4043210994972,10.3999881516374,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.400595054627479 63.40436693967744,10.399398832010093 63.40440065096777,10.399381251254196 63.40427525914599,10.400577468673381 63.404241548015015,10.400595054627479 63.40436693967744",['Kjølemaskin'],,,,,,,,,,51.69422413793104,15808.586810344827,,103.38844827586207,31617.173620689653,103.38844827586207,0.0,103.38844827586207,31617.173620689653,18.3288143175,90126.9697482325,,,36.66,181241.65000000002,,36.6613613075,181244.5088116625,,,,,,99.68,354646.76,,,,83.83859183999999,264518.92155432503,[ 47.48  38.17  35.45 ... 100.46  90.65  82.02],128.67000000000002,535888.41
117,,4.0,,630.0,2268.0,2028.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4040438755697,10.4004586687447,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.400577468673381 63.404241548015015,10.400622232362508 63.403845408214934,10.400342336616314 63.40383905151439,10.400297569074521 63.40423519123663,10.400295935778534 63.40424948292553,10.400577468673381 63.404241548015015",['Kjølemaskin'],,,,,,,,,,25.90994482758621,7923.508262068965,,51.81988965517242,15847.01652413793,51.81988965517242,0.0,51.81988965517242,15847.01652413793,9.1866852756,45173.0314671804,,,18.38,90841.04999999999,,18.3752414244,90842.551598862,,,,,,49.96,177753.55,,,,42.0211991808,132580.975488444,[23.79 19.13 17.76 ... 50.35 45.44 41.1 ],64.49000000000001,268594.6
118,,4.0,,423.0,1523.0,2028.0,Veldig energieffektiv,Hus,,,A,,,"['Kjølemaskin', 'Passivhus', 'Kjølemaskin']",13.0,,63.4039881387771,10.3994774826344,"['Kjølemaskin', 'Oppgradert bygningsmasse', 'Solceller', 'Fjernvarme', 'Fjernkjøling']",Veldig energieffektiv,,S2,"10.399381251254196 63.40427525914599,10.39933388973346 63.40420595964987,10.399417472310411 63.403810774787665,10.399691404029186 63.403815365807475,10.399381251254196 63.40427525914599",['Kjølemaskin'],,,,,,,,,,17.398962068965517,5320.7685551724135,,34.797924137931034,10641.537110344827,34.797924137931034,0.0,34.797924137931034,10641.537110344827,6.1690130841,30334.447497581896,,,12.34,61005.9,,12.3392824909,61002.2954519695,,,,,,33.55,119364.15,,,,28.2179393088,89030.346414859,[15.98 12.85 11.93 ... 33.81 30.51 27.61],43.31,180370.05
119,,6.0,,709.0,3829.0,2028.0,Veldig energieffektiv,Hus,,,,,,,19.0,,63.4040413265168,10.39951109225,,Veldig energieffektiv,,S2,"10.399691404029186 63.403815365807475,10.399417472310411 63.403810774787665,10.39933388973346 63.40420595964987,10.399381251254196 63.40427525914599,10.399609419509229 63.404268829814306,10.399691404029186 63.403815365807475",,,,,,,,,,,,,,,,87.48604827586207,,,26754.068020689654,15.5096198943,76264.3463350237,,,31.02,153366.25000000003,,31.0223983307,153366.9003844985,,,,,,84.35,300098.16,,,,70.9431973824,223832.69627215702,[40.18 32.29 29.99 ... 85.01 76.72 69.4 ],108.88,453464.41
120,,1.0,,2611.0,2350.0,2028.0,Veldig energieffektiv,Hus,,,,,,,4.0,,63.4039273476937,10.4001113086491,,Veldig energieffektiv,,S2,"10.40039602444115 63.40432947556189,10.399886010590723 63.40431808004624,10.399910322728624 63.40413945917278,10.399798753420026 63.40413896182975,10.399831661245699 63.403903852528586,10.3997340471321 63.40389978884499,10.399780142022822 63.40356018587064,10.399867427406242 63.40350596615542,10.400483647526645 63.40368085790057,10.40039602444115 63.40432947556189",,,,,,,,,,,,,,,,53.69344827586207,,,16419.968620689655,9.518831745,46806.271581955,,,19.04,94128.59,,19.039602005,94126.982476775,,,,,,51.77,184180.82,,,,43.54048416,137374.46754754998,[24.66 19.82 18.41 ... 52.17 47.08 42.6 ],66.82,278309.41000000003
121,,6.0,,2356.0,12722.0,2035.0,Veldig energieffektiv,Andre,,,,,,,19.0,,63.4065808266987,10.3996443510788,,Veldig energieffektiv,,S2,"10.400327268372989 63.406693777123614,10.400178822815835 63.406359311516276,10.39896144034826 63.4064678749996,10.399109872319377 63.40680234189977,10.400327268372989 63.406693777123614",,,,,,,,,,,,,,,,,,,,42.176667748999996,253624.891199707,,,305.78,1551239.0699999998,,305.77665405199997,1551242.3897178064,,,,,,303.23,720727.19,,,,262.6829934484,467102.68539539963,[169.51 168.11 168.66 ... 272.82 251.35 239.93],570.6400000000001,2271966.26
122,,6.0,,2059.0,11119.0,2035.0,Veldig energieffektiv,Andre,,,,,,,19.0,,63.4061946063469,10.3994692717152,,Veldig energieffektiv,,S2,"10.400139330818131 63.4062878349741,10.400008919568643 63.4059936314273,10.398799218383282 63.406101376668744,10.398929617756533 63.406395581344206,10.400139330818131 63.4062878349741",,,,,,,,,,,,,,,,,,,,36.8623147855,221667.5967025265,,,267.25,1355777.84,,267.248122654,1355782.434465673,,,,,,265.02,629913.32,,,,229.5843581318,408246.7189837642,[148.16 146.92 147.41 ... 238.44 219.68 209.69],498.73,1985691.1600000001
